Comment,Designator,Footprint,LCSC
VE-221M1ETR-0810,"C1,C3",CAP-SMD_BD8.0-L8.3-W8.3-RD,C127967
CL31B104KBCNNNC,"C2,C4,C5,C6,C7,C8",C1206,C24497
B3B-EH-ALFSN,J5,CONN3_B3B-EH-ALFSN_JST,
B3B-EH-ALFSN,J4,CONN3_B3B-EH-ALFSN_JST,
B3B-EH-ALFSN,J3,CONN3_B3B-EH-ALFSN_JST,
B3B-EH-ALFSN,J2,CONN3_B3B-EH-ALFSN_JST,
B3B-EH-ALFSN,J1,CONN3_B3B-EH-ALFSN_JST,
